CIK,Company,Type,Date,complete_text_file_link,html_index,Filing Date,Period of Report,SIC,htm_file_link,State of Inc,State location,Fiscal Year End,filename
789019,MICROSOFT CORP,10-K,2019-08-01,https://www.sec.gov/Archives/edgar/data/789019/0001564590-19-027952.txt,https://www.sec.gov/Archives/edgar/data/789019/0001564590-19-027952-index.html,2019-08-01,2019-06-30,7372,https://www.sec.gov/Archives/edgar/data/789019/000156459019027952/msft-10k_20190630.htm,WA,WA,0630,789019_10K_2019_0001564590-19-027952.htm
789019,MICROSOFT CORP,10-K,2020-07-30,https://www.sec.gov/Archives/edgar/data/789019/0001564590-20-034944.txt,https://www.sec.gov/Archives/edgar/data/789019/0001564590-20-034944-index.html,2020-07-30,2020-06-30,7372,https://www.sec.gov/Archives/edgar/data/789019/000156459020034944/msft-10k_20200630.htm,WA,WA,0630,789019_10K_2020_0001564590-20-034944.htm
789019,MICROSOFT CORP,10-K,2021-07-29,https://www.sec.gov/Archives/edgar/data/789019/0001564590-21-039151.txt,https://www.sec.gov/Archives/edgar/data/789019/0001564590-21-039151-index.html,2021-07-29,2021-06-30,7372,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/msft-10k_20210630.htm,WA,WA,0630,789019_10K_2021_0001564590-21-039151.htm
789019,MICROSOFT CORP,10-K,2022-07-28,https://www.sec.gov/Archives/edgar/data/789019/0001564590-22-026876.txt,https://www.sec.gov/Archives/edgar/data/789019/0001564590-22-026876-index.html,2022-07-28,2022-06-30,7372,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm,WA,WA,0630,789019_10K_2022_0001564590-22-026876.htm
789019,MICROSOFT CORP,10-K,2023-07-27,https://www.sec.gov/Archives/edgar/data/789019/0000950170-23-035122.txt,https://www.sec.gov/Archives/edgar/data/789019/0000950170-23-035122-index.html,2023-07-27,2023-06-30,7372,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm,WA,WA,0630,789019_10K_2023_0000950170-23-035122.htm
789019,MICROSOFT CORP,10-K,2024-07-30,https://www.sec.gov/Archives/edgar/data/789019/0000950170-24-087843.txt,https://www.sec.gov/Archives/edgar/data/789019/0000950170-24-087843-index.html,2024-07-30,2024-06-30,7372,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,WA,WA,0630,789019_10K_2024_0000950170-24-087843.htm
789019,MICROSOFT CORP,10-K,2025-07-30,https://www.sec.gov/Archives/edgar/data/789019/0000950170-25-100235.txt,https://www.sec.gov/Archives/edgar/data/789019/0000950170-25-100235-index.html,2025-07-30,2025-06-30,7372,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,WA,WA,0630,789019_10K_2025_0000950170-25-100235.htm
